index,operation,start_s,end_s,duration_s,rss_start_mb,rss_end_mb,rss_delta_mb,rss_min_mb,rss_avg_mb,rss_peak_mb,rss_peak_s,vms_peak_mb,cpu_avg_percent,cpu_peak_percent,disk_read_delta_mb,disk_write_delta_mb,sample_count
67,onnx.load,185.682,185.683,0.001,8257.449,8257.957,0.508,8257.449,8257.703,8257.957,185.683,34851.086,0.664,0.782,0.0,0.0,2
68,post: onnx.load,185.683,185.688,0.005,8257.957,8257.957,0.0,8257.957,8257.957,8257.957,185.683,34851.086,0.547,0.547,0.0,0.0,1
69,post: onnx.load,185.688,199.579,13.891,8391.707,20238.391,11846.684,8391.707,14426.671,20238.391,199.579,46761.133,1.617,1.782,11923.074,0.0,34
70,onnx.save,199.579,203.621,4.042,20238.391,20238.391,0.0,20238.391,20238.391,20238.391,203.62,46761.133,1.235,1.235,0.0,0.0,1
71,onnx.save,203.621,212.183,8.562,22961.398,21774.395,-1187.004,21774.395,22378.564,22961.398,206.594,49484.141,1.42,1.48,1.295,8720.391,6
72,post: onnx.save,212.183,213.153,0.971,15776.492,14240.488,-1536.004,14240.488,15557.063,15776.492,212.66,42310.113,1.198,1.491,0.973,1536.359,7
73,post: onnx.save,213.153,217.398,4.245,8261.309,8261.324,0.016,8261.309,8261.31,8261.324,217.326,34851.086,0.957,1.023,8.758,0.0,56
74,onnx.load,217.398,217.398,0.0,8261.324,8261.324,0.0,8261.324,8261.324,8261.324,217.398,34851.086,0.607,0.607,0.0,0.0,1
75,post: onnx.load,217.398,217.399,0.0,8261.324,8261.324,0.0,8261.324,8261.324,8261.324,217.398,34851.086,0.425,0.425,0.0,0.0,1
76,onnx.load,217.399,217.399,0.0,8261.324,8261.324,0.0,8261.324,8261.324,8261.324,217.399,34851.086,0.297,0.297,0.0,0.0,1
77,post: onnx.load,217.399,217.41,0.011,8261.383,8261.383,0.0,8261.383,8261.383,8261.383,217.409,34851.086,0.429,0.429,0.0,0.0,1
78,onnx.save,217.41,217.415,0.005,8261.383,8261.383,0.0,8261.383,8261.383,8261.383,217.414,34851.086,0.762,0.762,0.0,0.0,1
79,post: onnx.save,217.415,217.415,0.0,8261.383,8261.383,0.0,8261.383,8261.383,8261.383,217.415,34851.086,0.533,0.533,0.0,0.0,1
80,onnx.load,217.415,217.415,0.0,8261.383,8261.383,0.0,8261.383,8261.383,8261.383,217.415,34851.086,0.373,0.373,0.0,0.0,1
81,post: onnx.load,217.415,217.418,0.003,8261.383,8261.383,0.0,8261.383,8261.383,8261.383,217.418,34851.086,0.261,0.261,0.0,0.0,1
82,onnx.save,217.418,217.423,0.005,8261.383,8261.383,0.0,8261.383,8261.383,8261.383,217.422,34851.086,0.183,0.183,0.0,0.0,1
83,post: onnx.save,217.423,217.424,0.001,8261.383,8261.383,0.0,8261.383,8261.383,8261.383,217.424,34851.086,0.128,0.128,0.0,0.0,1
84,onnx.load,217.424,217.424,0.0,8261.383,8261.383,0.0,8261.383,8261.383,8261.383,217.424,34851.086,0.09,0.09,0.0,0.0,1
85,post: onnx.load,217.424,217.425,0.0,8261.383,8261.383,0.0,8261.383,8261.383,8261.383,217.425,34851.086,0.063,0.063,0.0,0.0,1
86,onnx.load,217.425,217.425,0.0,8261.383,8261.383,0.0,8261.383,8261.383,8261.383,217.425,34851.086,0.044,0.044,0.0,0.0,1
87,post: onnx.load,217.425,217.426,0.001,8261.383,8261.383,0.0,8261.383,8261.383,8261.383,217.426,34851.086,0.031,0.031,0.0,0.0,1
88,subprocess.run: qaic-compile,217.426,366.835,149.409,8309.637,8262.57,-47.066,8262.57,9523.347,11645.297,276.969,50255.414,0.822,3.363,17.497,5519.572,2893
89,post: subprocess.run: qaic-compile,366.835,366.845,0.011,8200.582,8200.582,0.0,8200.582,8200.582,8200.582,366.845,34788.086,0.628,0.628,0.0,0.0,1
90,post: compile orchestration: qeff_model.compile,366.845,366.858,0.013,8200.582,8200.582,0.0,8200.582,8200.582,8200.582,366.845,34788.086,0.628,0.628,0.0,0.0,1
91,Completion,366.858,366.845,-0.013,8200.582,8200.582,0.0,8200.582,8200.582,8200.582,366.845,34788.086,0.628,0.628,0.0,0.0,1
