time_s,timestamp,rss_mb,vms_mb,cpu_percent,disk_read_mb,disk_write_mb,disk_read_rate_mb_s,disk_write_rate_mb_s
6.708,2026-06-26T00:03:38.485701,61001.414,87973.887,0.282,178.838,0.023,3.687,0.005
6.758,2026-06-26T00:03:38.536034,61001.414,87973.887,0.198,178.838,0.023,0.01,0.0
6.847,2026-06-26T00:03:38.624648,61001.414,87973.887,0.244,179.162,0.023,3.664,0.0
6.897,2026-06-26T00:03:38.674954,61001.414,87973.887,0.171,179.164,0.024,0.039,0.01
6.986,2026-06-26T00:03:38.763516,61001.414,87973.887,0.252,179.489,0.024,3.678,0.005
7.036,2026-06-26T00:03:38.813868,61001.414,87973.887,0.176,179.49,0.024,0.01,0.0
7.125,2026-06-26T00:03:38.903192,61001.414,87973.887,0.202,179.814,0.024,3.636,0.0
7.176,2026-06-26T00:03:38.953549,61001.414,87973.887,0.142,179.814,0.024,0.01,0.0
7.265,2026-06-26T00:03:39.042684,61001.414,87973.887,0.231,180.14,0.024,3.654,0.0
7.316,2026-06-26T00:03:39.094190,61001.414,87973.887,0.161,180.14,0.024,0.012,0.008
7.405,2026-06-26T00:03:39.182887,61001.414,87973.887,0.219,180.464,0.024,3.664,0.0
7.455,2026-06-26T00:03:39.233236,61001.414,87973.887,0.153,180.465,0.024,0.01,0.0
7.578,2026-06-26T00:03:39.355514,61001.414,87973.887,0.242,180.801,0.025,2.753,0.007
7.671,2026-06-26T00:03:39.448382,61001.414,87973.887,0.27,181.125,0.025,3.489,0.0
7.721,2026-06-26T00:03:39.498740,61001.414,87973.887,0.189,181.125,0.025,0.01,0.0
7.811,2026-06-26T00:03:39.588674,61001.414,87973.887,0.263,181.451,0.026,3.623,0.005
7.861,2026-06-26T00:03:39.639018,61001.414,87973.887,0.184,181.451,0.026,0.01,0.0
7.95,2026-06-26T00:03:39.727635,61001.414,87973.887,0.208,181.775,0.026,3.664,0.0
8.0,2026-06-26T00:03:39.777977,61001.414,87973.887,0.192,181.776,0.026,0.01,0.0
8.089,2026-06-26T00:03:39.866525,61001.414,87973.887,0.24,182.101,0.026,3.681,0.005
8.139,2026-06-26T00:03:39.916887,61001.414,87973.887,0.168,182.102,0.026,0.01,0.0
8.228,2026-06-26T00:03:40.005637,61001.414,87973.887,0.224,182.426,0.026,3.663,0.0
8.278,2026-06-26T00:03:40.055952,61001.414,87973.887,0.157,182.427,0.027,0.034,0.009
8.366,2026-06-26T00:03:40.144305,61001.414,87973.887,0.216,182.751,0.027,3.672,0.0
8.417,2026-06-26T00:03:40.194667,61001.414,87973.887,0.151,182.752,0.027,0.01,0.0
8.504,2026-06-26T00:03:40.281763,61001.414,87973.887,0.187,183.077,0.027,3.749,0.006
8.554,2026-06-26T00:03:40.332071,61001.414,87973.887,0.131,183.079,0.027,0.035,0.009
8.66,2026-06-26T00:03:40.437998,61001.414,87973.887,0.224,183.404,0.027,3.073,0.0
8.752,2026-06-26T00:03:40.529843,61001.414,87973.887,0.259,183.738,0.028,3.634,0.005
8.802,2026-06-26T00:03:40.580157,61001.414,87973.887,0.181,183.738,0.028,0.01,0.0
8.913,2026-06-26T00:03:40.690494,61001.414,87973.887,0.276,184.063,0.028,2.949,0.0
9.005,2026-06-26T00:03:40.782464,61001.414,87973.887,0.295,184.39,0.028,3.548,0.005
9.055,2026-06-26T00:03:40.832802,61001.414,87973.887,0.207,184.39,0.028,0.01,0.0
9.144,2026-06-26T00:03:40.921430,61001.414,87973.887,0.251,184.715,0.028,3.674,0.0
9.194,2026-06-26T00:03:40.971782,61001.414,87973.887,0.175,184.716,0.028,0.01,0.0
9.283,2026-06-26T00:03:41.060734,61001.414,87973.887,0.281,185.289,0.029,6.45,0.01
9.333,2026-06-26T00:03:41.111100,61001.414,87973.887,0.197,185.289,0.029,0.01,0.0
9.422,2026-06-26T00:03:41.199806,61001.414,87973.887,0.217,185.614,0.029,3.673,0.0
9.472,2026-06-26T00:03:41.250186,61001.414,87973.887,0.152,185.615,0.029,0.01,0.0
9.561,2026-06-26T00:03:41.338668,61001.414,87973.887,0.239,185.94,0.03,3.684,0.005
9.611,2026-06-26T00:03:41.389006,61001.414,87973.887,0.167,185.94,0.03,0.01,0.0
9.7,2026-06-26T00:03:41.477522,61001.414,87973.887,0.25,186.265,0.03,3.669,0.0
9.75,2026-06-26T00:03:41.527844,61001.414,87973.887,0.175,186.268,0.031,0.072,0.018
9.839,2026-06-26T00:03:41.616476,61001.414,87973.887,0.228,186.592,0.031,3.662,0.0
9.889,2026-06-26T00:03:41.666827,61001.414,87973.887,0.16,186.593,0.031,0.01,0.0
10.02,2026-06-26T00:03:41.797680,61001.414,87973.887,0.255,186.924,0.032,2.53,0.007
10.124,2026-06-26T00:03:41.901494,61001.414,87973.887,0.314,187.248,0.032,3.124,0.0
10.212,2026-06-26T00:03:41.989632,61001.414,87973.887,0.3,187.572,0.032,3.678,0.0
10.262,2026-06-26T00:03:42.039951,61001.414,87973.887,0.256,187.591,0.032,0.38,0.018
10.357,2026-06-26T00:03:42.134371,61001.414,87973.887,0.304,187.916,0.032,3.444,0.0
10.407,2026-06-26T00:03:42.184699,61001.414,87973.887,0.213,187.916,0.032,0.01,0.0
10.51,2026-06-26T00:03:42.288233,61001.414,87973.887,0.262,188.26,0.033,3.326,0.008
10.599,2026-06-26T00:03:42.376573,61001.414,87973.887,0.29,188.585,0.033,3.68,0.0
10.649,2026-06-26T00:03:42.426923,61001.414,87973.887,0.203,188.586,0.033,0.01,0.0
10.746,2026-06-26T00:03:42.524020,61001.414,87973.887,0.238,188.912,0.034,3.366,0.004
10.796,2026-06-26T00:03:42.574357,61001.414,87973.887,0.167,188.913,0.034,0.01,0.0
10.903,2026-06-26T00:03:42.681311,61001.414,87973.887,0.249,189.238,0.034,3.049,0.0
12.053,2026-06-26T00:03:43.831303,61085.262,88057.855,0.4,201.817,0.034,10.938,0.0
