index,operation,start_s,end_s,duration_s,rss_start_mb,rss_end_mb,rss_delta_mb,rss_min_mb,rss_avg_mb,rss_peak_mb,rss_peak_s,vms_peak_mb,cpu_avg_percent,cpu_peak_percent,disk_read_delta_mb,disk_write_delta_mb,sample_count
291,prefill: onnx.load,866.887,866.887,0.001,8480.609,8480.609,0.0,8480.609,8480.609,8480.609,866.887,477126.176,10.744,10.744,0.0,0.0,1
292,prefill: post: onnx.load,866.887,866.888,0.0,8480.609,8480.609,0.0,8480.609,8480.609,8480.609,866.887,477126.176,7.521,7.521,0.0,0.0,1
293,"prefill: onnx transforms: SplitTensorsTransform,CustomOpTransform,RenameFunctionOutputsTransform",866.888,874.883,7.995,8531.953,13216.73,4684.777,8531.953,10932.722,13216.73,874.881,481862.195,1.433,5.672,4750.252,0.0,32
294,"prefill: post: onnx transforms: SplitTensorsTransform,CustomOpTransform,RenameFunctionOutputsTransform",874.883,874.886,0.004,13216.73,13216.73,0.0,13216.73,13216.73,13216.73,874.886,481862.195,0.612,0.612,0.0,0.0,1
295,prefill: onnx.save,874.886,881.198,6.312,13280.734,13216.73,-64.004,13216.73,14614.552,14752.734,876.094,483398.199,0.923,1.041,7.857,4673.388,44
296,prefill: post: onnx.save,881.198,881.488,0.29,8480.711,8480.711,0.0,8480.711,8480.711,8480.711,881.487,477126.176,0.591,0.591,0.0,0.0,1
297,prefill: onnx.load,881.488,881.489,0.001,8480.711,8480.711,0.0,8480.711,8480.711,8480.711,881.489,477126.176,0.414,0.414,0.0,0.0,1
298,prefill: post: onnx.load,881.489,891.08,9.591,7629.617,8545.379,915.762,3309.203,15274.628,22590.707,889.558,479884.191,3.561,19.093,19.786,0.004,109
299,prefill: torch.onnx.export,891.08,899.22,8.139,8545.379,8545.496,0.117,8545.379,8545.425,8545.496,899.218,477254.176,29.578,41.273,1.375,4782.885,6
300,prefill: post: torch.onnx.export,899.22,899.22,0.0,8545.496,8545.496,0.0,8545.496,8545.496,8545.496,899.22,477254.176,20.88,20.88,0.0,0.0,1
301,prefill: onnx.load,899.22,899.221,0.001,8545.496,8545.496,0.0,8545.496,8545.496,8545.496,899.221,477254.176,14.616,14.616,0.0,0.0,1
302,prefill: post: onnx.load,899.221,899.221,0.0,8545.496,8545.496,0.0,8545.496,8545.496,8545.496,899.221,477254.176,10.231,10.231,0.0,0.0,1
303,"prefill: onnx transforms: SplitTensorsTransform,CustomOpTransform,RenameFunctionOutputsTransform",899.221,907.364,8.143,8590.055,13222.254,4632.199,8590.055,10929.701,13222.254,907.364,481990.195,1.668,7.621,4750.255,0.0,31
304,"prefill: post: onnx transforms: SplitTensorsTransform,CustomOpTransform,RenameFunctionOutputsTransform",907.364,907.368,0.004,13222.254,13222.254,0.0,13222.254,13222.254,13222.254,907.368,481926.195,0.616,0.616,0.0,0.0,1
305,prefill: onnx.save,907.368,913.532,6.164,13286.258,13222.258,-64.0,13222.258,14684.895,14758.262,908.94,483462.199,0.949,1.043,7.203,4673.388,41
306,prefill: post: onnx.save,913.532,913.826,0.294,8486.238,8486.238,0.0,8486.238,8486.238,8486.238,913.825,477190.176,0.855,0.855,0.0,0.0,1
307,prefill: onnx.load,913.826,913.827,0.001,8486.238,8486.238,0.0,8486.238,8486.238,8486.238,913.827,477190.176,2.095,2.095,0.0,0.0,1
308,prefill: post: onnx.load,913.827,921.243,7.416,7550.922,8482.066,931.145,3306.289,14619.838,22544.664,919.818,479564.188,4.945,21.35,13.237,0.005,69
309,prefill: torch.onnx.export,921.243,929.359,8.116,8482.066,8482.074,0.008,8482.066,8482.068,8482.074,929.357,477062.176,30.24,41.661,1.365,4782.885,6
310,prefill: post: torch.onnx.export,929.359,929.359,0.0,8482.074,8482.074,0.0,8482.074,8482.074,8482.074,929.359,477062.176,21.086,21.086,0.0,0.0,1
311,prefill: onnx.load,929.359,929.36,0.001,8482.074,8482.074,0.0,8482.074,8482.074,8482.074,929.36,477062.176,14.76,14.76,0.0,0.0,1
312,prefill: post: onnx.load,929.36,929.36,0.0,8482.074,8482.074,0.0,8482.074,8482.074,8482.074,929.36,477062.176,10.332,10.332,0.0,0.0,1
313,"prefill: onnx transforms: SplitTensorsTransform,CustomOpTransform,RenameFunctionOutputsTransform",929.36,937.526,8.166,8528.242,13218.094,4689.852,8528.242,10870.413,13218.094,937.526,481798.195,1.699,7.662,4750.256,0.0,30
314,"prefill: post: onnx transforms: SplitTensorsTransform,CustomOpTransform,RenameFunctionOutputsTransform",937.526,937.53,0.004,13218.094,13218.094,0.0,13218.094,13218.094,13218.094,937.53,481798.195,1.241,1.241,0.0,0.0,1
315,prefill: onnx.save,937.53,943.791,6.261,13282.098,13218.094,-64.004,13218.094,14680.732,14754.098,938.756,483334.199,0.972,1.204,7.436,4673.388,41
316,prefill: post: onnx.save,943.791,944.089,0.298,8482.074,8482.074,0.0,8482.074,8482.074,8482.074,944.088,477062.176,0.88,0.88,0.0,0.0,1
317,prefill: onnx.load,944.089,944.09,0.001,8482.074,8482.074,0.0,8482.074,8482.074,8482.074,944.09,477062.176,0.616,0.616,0.0,0.0,1
318,prefill: post: onnx.load,944.09,951.821,7.731,8291.176,9030.672,739.496,3310.566,14219.993,22482.793,950.477,480140.191,4.447,25.851,14.826,0.004,76
319,prefill: torch.onnx.export,951.821,959.974,8.152,9030.672,9032.734,2.062,9030.672,9031.018,9032.734,959.972,477510.176,25.632,39.397,1.457,4782.885,6
320,prefill: post: torch.onnx.export,959.974,959.974,0.0,9032.734,9032.734,0.0,9032.734,9032.734,9032.734,959.974,477510.176,20.019,20.019,0.0,0.0,1
321,prefill: onnx.load,959.974,959.975,0.001,9032.734,9032.734,0.0,9032.734,9032.734,9032.734,959.975,477510.176,14.013,14.013,0.0,0.0,1
322,prefill: post: onnx.load,959.975,959.975,0.0,9032.734,9032.734,0.0,9032.734,9032.734,9032.734,959.975,477510.176,9.809,9.809,0.0,0.0,1
323,"prefill: onnx transforms: SplitTensorsTransform,CustomOpTransform,RenameFunctionOutputsTransform",959.975,968.179,8.204,9058.633,13233.867,4175.234,9058.633,11405.449,13644.176,963.966,482246.195,1.645,7.152,4750.269,0.0,30
324,"prefill: post: onnx transforms: SplitTensorsTransform,CustomOpTransform,RenameFunctionOutputsTransform",968.179,968.183,0.004,13233.867,13233.867,0.0,13233.867,13233.867,13233.867,968.182,481798.195,1.268,1.268,0.0,0.0,1
325,prefill: onnx.save,968.183,974.419,6.237,13233.867,13233.867,0.0,13233.867,14660.157,14769.871,969.376,483334.199,0.983,1.264,7.526,4677.388,42
326,prefill: post: onnx.save,974.419,974.706,0.287,8497.848,8497.848,0.0,8497.848,8497.848,8497.848,974.705,477062.176,0.791,0.791,0.0,0.0,1
327,prefill: onnx.load,974.706,974.707,0.001,8497.848,8497.848,0.0,8497.848,8497.848,8497.848,974.707,477062.176,0.553,0.553,0.0,0.0,1
328,prefill: post: onnx.load,974.707,982.203,7.496,7570.941,8554.527,983.586,3326.34,14289.685,22644.242,980.844,479692.191,5.293,26.628,14.557,0.005,77
329,prefill: torch.onnx.export,982.203,990.769,8.566,8554.527,7651.367,-903.16,7651.367,8328.737,8554.527,982.375,477062.176,23.066,31.932,0.885,4782.885,4
330,prefill: post: torch.onnx.export,990.769,990.769,0.0,7651.367,7651.367,0.0,7651.367,7651.367,7651.367,990.769,477062.176,21.819,21.819,0.0,0.0,1
331,prefill: onnx.load,990.769,990.77,0.001,7651.672,7651.672,0.0,7651.672,7651.672,7651.672,990.77,477062.176,15.273,15.273,0.0,0.0,1
332,prefill: post: onnx.load,990.77,990.77,0.0,7651.672,7651.672,0.0,7651.672,7651.672,7651.672,990.77,477062.176,10.691,10.691,0.0,0.0,1
333,"prefill: onnx transforms: SplitTensorsTransform,CustomOpTransform,RenameFunctionOutputsTransform",990.77,999.969,9.199,7700.336,12408.871,4708.535,7700.336,10066.449,12408.871,999.969,481798.195,1.541,7.709,4751.156,0.0,36
334,"prefill: post: onnx transforms: SplitTensorsTransform,CustomOpTransform,RenameFunctionOutputsTransform",999.969,999.973,0.004,12408.871,12408.871,0.0,12408.871,12408.871,12408.871,999.973,481798.195,0.641,0.641,0.0,0.0,1
335,prefill: onnx.save,999.973,1006.72,6.747,12408.871,12408.895,0.023,12408.871,13850.209,13944.875,1001.255,483334.199,0.94,1.005,8.224,4764.138,48
336,prefill: post: onnx.save,1006.72,1007.088,0.368,7672.887,7672.887,0.0,7672.887,7672.887,7672.887,1007.088,477062.176,0.856,0.856,0.0,0.0,1
337,prefill: onnx.load,1007.088,1007.09,0.001,7672.887,7672.887,0.0,7672.887,7672.887,7672.887,1007.09,477062.176,2.135,2.135,0.0,0.0,1
338,prefill: post: onnx.load,1007.09,1017.914,10.825,6973.262,8452.043,1478.781,2501.379,13858.491,21730.184,1016.649,479501.184,3.06,23.097,20.779,0.005,113
339,prefill: torch.onnx.export,1017.914,1026.474,8.56,8453.652,8458.938,5.285,8453.652,8456.391,8458.938,1026.473,477127.176,30.334,41.709,1.418,4782.885,6
340,prefill: post: torch.onnx.export,1026.474,1026.474,0.0,8458.938,8458.938,0.0,8458.938,8458.938,8458.938,1026.474,477127.176,21.106,21.106,0.0,0.0,1
341,prefill: onnx.load,1026.474,1026.475,0.001,8458.938,8458.938,0.0,8458.938,8458.938,8458.938,1026.475,477127.176,14.774,14.774,0.0,0.0,1
342,prefill: post: onnx.load,1026.475,1026.475,0.0,8458.938,8458.938,0.0,8458.938,8458.938,8458.938,1026.475,477127.176,10.342,10.342,0.0,0.0,1
343,"prefill: onnx transforms: SplitTensorsTransform,CustomOpTransform,RenameFunctionOutputsTransform",1026.475,1035.626,9.15,8541.617,13194.957,4653.34,8541.617,10915.75,13194.957,1035.625,481863.195,1.59,7.597,4678.91,0.0,35
344,"prefill: post: onnx transforms: SplitTensorsTransform,CustomOpTransform,RenameFunctionOutputsTransform",1035.626,1035.629,0.004,13194.957,13194.957,0.0,13194.957,13194.957,13194.957,1035.629,481863.195,1.144,1.144,0.0,0.0,1
345,prefill: onnx.save,1035.629,1042.404,6.775,13258.961,13194.957,-64.004,13194.957,14665.57,14730.961,1036.916,483399.199,0.968,1.125,8.145,4673.388,46
346,prefill: post: onnx.save,1042.404,1042.786,0.382,8458.938,8458.938,0.0,8458.938,8458.938,8458.938,1042.781,477127.176,0.763,0.898,0.001,0.0,2
347,prefill: onnx.load,1042.786,1042.787,0.001,8458.938,8458.938,0.0,8458.938,8458.938,8458.938,1042.787,477127.176,0.44,0.44,0.0,0.0,1
348,prefill: post: onnx.load,1042.787,1053.947,11.16,7240.473,8459.426,1218.953,3287.43,15029.805,22770.531,1052.516,479565.184,3.015,21.768,21.103,0.005,113
349,prefill: torch.onnx.export,1053.947,1062.455,8.508,8459.43,8459.898,0.469,8459.43,8459.786,8459.898,1054.481,477191.176,30.644,41.848,1.357,4782.885,6
350,prefill: post: torch.onnx.export,1062.455,1062.455,0.0,8459.898,8459.898,0.0,8459.898,8459.898,8459.898,1062.455,477191.176,21.155,21.155,0.0,0.0,1
351,prefill: onnx.load,1062.455,1062.456,0.001,8459.898,8459.898,0.0,8459.898,8459.898,8459.898,1062.455,477191.176,14.809,14.809,0.0,0.0,1
352,prefill: post: onnx.load,1062.456,1062.456,0.0,8459.898,8459.898,0.0,8459.898,8459.898,8459.898,1062.456,477191.176,10.366,10.366,0.0,0.0,1
353,"prefill: onnx transforms: SplitTensorsTransform,CustomOpTransform,RenameFunctionOutputsTransform",1062.456,1071.511,9.055,8575.051,13195.918,4620.867,8575.051,10962.528,13195.918,1071.51,481927.195,1.592,7.647,4678.909,0.0,35
354,"prefill: post: onnx transforms: SplitTensorsTransform,CustomOpTransform,RenameFunctionOutputsTransform",1071.511,1071.515,0.004,13195.918,13195.918,0.0,13195.918,13195.918,13195.918,1071.514,481927.195,0.611,0.611,0.0,0.0,1
355,prefill: onnx.save,1071.515,1078.411,6.896,13259.922,13195.918,-64.004,13195.918,14669.255,14731.922,1072.777,483463.199,0.94,1.048,8.669,4745.388,48
356,prefill: post: onnx.save,1078.411,1078.769,0.358,8459.898,8459.898,0.0,8459.898,8459.898,8459.898,1078.769,477191.176,0.883,0.883,0.0,0.0,1
357,prefill: onnx.load,1078.769,1078.77,0.001,8459.898,8459.898,0.0,8459.898,8459.898,8459.898,1078.77,477191.176,0.618,0.618,0.0,0.0,1
358,prefill: post: onnx.load,1078.77,1090.899,12.129,8102.348,9259.34,1156.992,3285.012,15110.423,22663.262,1089.539,480589.191,3.196,28.054,23.392,0.005,126
359,prefill: torch.onnx.export,1090.899,1099.747,8.849,9259.34,9259.418,0.078,9259.34,9259.391,9259.418,1091.535,477959.176,21.329,33.877,1.022,4782.885,5
360,prefill: post: torch.onnx.export,1099.747,1099.747,0.0,9259.418,9259.418,0.0,9259.418,9259.418,9259.418,1099.747,477959.176,17.212,17.212,0.0,0.0,1
361,prefill: onnx.load,1099.747,1099.748,0.001,9259.418,9259.418,0.0,9259.418,9259.418,9259.418,1099.748,477959.176,12.048,12.048,0.0,0.0,1
362,prefill: post: onnx.load,1099.748,1099.748,0.0,9259.418,9259.418,0.0,9259.418,9259.418,9259.418,1099.748,477959.176,8.434,8.434,0.0,0.0,1
363,"prefill: onnx transforms: SplitTensorsTransform,CustomOpTransform,RenameFunctionOutputsTransform",1099.748,1108.781,9.032,9380.488,13999.359,4618.871,9380.488,11710.167,13999.359,1108.779,482695.195,1.525,6.293,4678.907,0.0,32
364,"prefill: post: onnx transforms: SplitTensorsTransform,CustomOpTransform,RenameFunctionOutputsTransform",1108.781,1108.784,0.004,13999.359,13999.359,0.0,13999.359,13999.359,13999.359,1108.784,482695.195,0.651,0.651,0.0,0.0,1
365,prefill: onnx.save,1108.784,1115.496,6.712,14063.363,13999.359,-64.004,13999.359,15469.972,15535.363,1110.035,484231.199,0.946,1.05,8.071,4673.388,46
366,prefill: post: onnx.save,1115.496,1115.818,0.322,9263.34,9263.34,0.0,9263.34,9263.34,9263.34,1115.818,477959.176,0.885,0.885,0.0,0.0,1
367,prefill: onnx.load,1115.818,1115.819,0.001,9263.34,9263.34,0.0,9263.34,9263.34,9263.34,1115.819,477959.176,0.619,0.619,0.0,0.0,1
368,prefill: post: onnx.load,1115.819,1128.641,12.822,8957.309,9634.895,677.586,4091.832,14964.437,23135.148,1127.217,480747.168,3.094,28.197,25.37,0.005,141
369,prefill: torch.onnx.export,1128.641,1137.686,9.045,9634.895,9644.066,9.172,9634.895,9640.658,9644.066,1129.267,478373.16,24.127,32.8,0.697,4782.885,4
370,prefill: post: torch.onnx.export,1137.686,1137.686,0.0,9644.066,9644.066,0.0,9644.066,9644.066,9644.066,1137.686,478373.16,16.678,16.678,0.0,0.0,1
371,prefill: onnx.load,1137.686,1137.687,0.001,9644.066,9644.066,0.0,9644.066,9644.066,9644.066,1137.687,478373.16,11.674,11.674,0.0,0.0,1
372,prefill: post: onnx.load,1137.687,1137.687,0.0,9644.066,9644.066,0.0,9644.066,9644.066,9644.066,1137.687,478373.16,8.172,8.172,0.0,0.0,1
373,"prefill: onnx transforms: SplitTensorsTransform,CustomOpTransform,RenameFunctionOutputsTransform",1137.687,1146.664,8.977,9769.336,14136.422,4367.086,9769.336,12088.412,14301.23,1142.277,483109.18,1.499,6.092,4678.903,0.0,32
374,"prefill: post: onnx transforms: SplitTensorsTransform,CustomOpTransform,RenameFunctionOutputsTransform",1146.664,1146.668,0.004,14136.422,14136.422,0.0,14136.422,14136.422,14136.422,1146.667,482853.18,0.65,0.65,0.0,0.0,1
375,prefill: onnx.save,1146.668,1153.337,6.669,14200.426,14136.422,-64.004,14136.422,15607.034,15672.426,1147.908,484389.184,0.939,1.025,8.118,4673.388,46
376,prefill: post: onnx.save,1153.337,1153.773,0.436,9400.402,9400.402,0.0,9400.402,9400.402,9400.402,1153.686,478117.16,0.78,0.87,0.118,0.0,2
377,prefill: onnx.load,1153.773,1153.774,0.001,9400.402,9400.402,0.0,9400.402,9400.402,9400.402,1153.774,478117.16,0.483,0.483,0.0,0.0,1
378,prefill: post: onnx.load,1153.774,1166.546,12.772,8938.496,9567.719,629.223,4390.91,15315.12,23884.453,1165.046,480845.191,3.101,28.114,25.687,0.005,143
379,prefill: torch.onnx.export,1166.546,1175.463,8.916,9567.719,9567.738,0.02,9567.719,9567.728,9567.738,1167.09,478279.176,20.624,33.423,1.12,4782.885,5
380,prefill: post: torch.onnx.export,1175.463,1175.463,0.0,9567.738,9567.738,0.0,9567.738,9567.738,9567.738,1175.463,478279.176,17.006,17.006,0.0,0.0,1
381,prefill: onnx.load,1175.463,1175.464,0.001,9567.738,9567.738,0.0,9567.738,9567.738,9567.738,1175.464,478279.176,11.904,11.904,0.0,0.0,1
382,prefill: post: onnx.load,1175.464,1175.464,0.0,9567.738,9567.738,0.0,9567.738,9567.738,9567.738,1175.464,478279.176,8.333,8.333,0.0,0.0,1
383,"prefill: onnx transforms: SplitTensorsTransform,CustomOpTransform,RenameFunctionOutputsTransform",1175.464,1184.418,8.954,9601.668,14303.758,4702.09,9601.668,11973.443,14303.758,1184.417,483015.195,1.468,6.241,4750.583,0.0,34
384,"prefill: post: onnx transforms: SplitTensorsTransform,CustomOpTransform,RenameFunctionOutputsTransform",1184.418,1184.421,0.003,14303.758,14303.758,0.0,14303.758,14303.758,14303.758,1184.421,483015.195,1.204,1.204,0.0,0.0,1
385,prefill: onnx.save,1184.421,1191.164,6.743,14367.762,14303.766,-63.996,14303.766,15719.448,15839.77,1185.915,484551.199,0.961,1.171,8.844,4745.388,50
386,prefill: post: onnx.save,1191.164,1191.543,0.379,9567.746,9567.746,0.0,9567.746,9567.746,9567.746,1191.542,478279.176,0.688,0.688,0.0,0.0,1
387,prefill: onnx.load,1191.543,1191.544,0.001,9567.746,9567.746,0.0,9567.746,9567.746,9567.746,1191.544,478279.176,0.482,0.482,0.0,0.0,1
388,prefill: post: onnx.load,1191.544,1204.242,12.697,9461.031,9811.207,350.176,4396.238,15296.478,23903.594,1202.822,481229.195,2.665,21.142,25.688,0.005,142
389,prefill: torch.onnx.export,1204.242,1213.343,9.101,9811.207,9811.207,0.0,9811.207,9811.207,9811.207,1204.403,478535.176,25.843,37.459,1.32,4782.885,6
390,prefill: post: torch.onnx.export,1213.343,1213.343,0.0,9811.207,9811.207,0.0,9811.207,9811.207,9811.207,1213.343,478535.176,14.499,14.499,0.0,0.0,1
391,prefill: onnx.load,1213.343,1213.344,0.001,9811.207,9811.207,0.0,9811.207,9811.207,9811.207,1213.344,478535.176,10.149,10.149,0.0,0.0,1
392,prefill: post: onnx.load,1213.344,1213.344,0.0,9811.207,9811.207,0.0,9811.207,9811.207,9811.207,1213.344,478535.176,7.105,7.105,0.0,0.0,1
393,"prefill: onnx transforms: SplitTensorsTransform,CustomOpTransform,RenameFunctionOutputsTransform",1213.344,1222.454,9.11,9957.004,14023.285,4066.281,9957.004,12350.456,14505.805,1217.908,483271.195,1.432,5.31,4614.581,0.0,31
394,"prefill: post: onnx transforms: SplitTensorsTransform,CustomOpTransform,RenameFunctionOutputsTransform",1222.454,1222.457,0.004,14023.285,14023.285,0.0,14023.285,14023.285,14023.285,1222.457,482759.195,1.178,1.178,0.0,0.0,1
395,prefill: onnx.save,1222.457,1229.161,6.704,14087.289,14023.285,-64.004,14023.285,15495.289,15559.289,1223.721,484295.199,0.961,1.156,7.923,4673.388,47
396,prefill: post: onnx.save,1229.161,1229.484,0.323,9287.266,9287.266,0.0,9287.266,9287.266,9287.266,1229.484,478023.176,0.856,0.856,0.0,0.0,1
397,prefill: onnx.load,1229.484,1229.485,0.001,9287.266,9287.266,0.0,9287.266,9287.266,9287.266,1229.485,478023.176,0.599,0.599,0.0,0.0,1
398,prefill: post: onnx.load,1229.485,1237.895,8.41,8625.43,9083.098,457.668,4115.758,15800.508,23584.273,1236.469,480333.188,4.403,23.498,15.858,0.005,84
399,prefill: torch.onnx.export,1237.895,1247.245,9.35,9083.102,7632.223,-1450.879,7632.223,8793.714,9087.043,1238.441,477831.176,26.985,37.617,1.27,4782.885,5
400,prefill: post: torch.onnx.export,1247.245,1247.245,0.0,7632.223,7632.223,0.0,7632.223,7632.223,7632.223,1247.245,477831.176,19.083,19.083,0.0,0.0,1
401,prefill: onnx.load,1247.245,1247.246,0.001,7632.344,7632.344,0.0,7632.344,7632.344,7632.344,1247.246,477831.176,13.358,13.358,0.0,0.0,1
402,prefill: post: onnx.load,1247.246,1247.246,0.0,7632.344,7632.344,0.0,7632.344,7632.344,7632.344,1247.246,477831.176,9.351,9.351,0.0,0.0,1
403,"prefill: onnx transforms: SplitTensorsTransform,CustomOpTransform,RenameFunctionOutputsTransform",1247.246,1256.441,9.195,7640.992,12420.105,4779.113,7640.992,10171.094,12420.105,1256.44,482567.195,1.556,6.545,4788.405,0.0,32
404,"prefill: post: onnx transforms: SplitTensorsTransform,CustomOpTransform,RenameFunctionOutputsTransform",1256.441,1256.445,0.003,12420.105,12420.105,0.0,12420.105,12420.105,12420.105,1256.445,481927.195,1.211,1.211,0.0,0.0,1
405,prefill: onnx.save,1256.445,1263.373,6.929,12484.109,12420.105,-64.004,12420.105,13859.428,13956.109,1257.75,483463.199,0.974,1.187,8.506,4673.388,47
406,prefill: post: onnx.save,1263.373,1263.688,0.315,7684.094,7684.094,0.0,7684.094,7684.094,7684.094,1263.688,477191.176,0.683,0.683,0.0,0.0,1
407,prefill: onnx.load,1263.688,1263.689,0.001,7684.094,7684.094,0.0,7684.094,7684.094,7684.094,1263.688,477191.176,0.478,0.478,0.0,0.0,1
408,prefill: post: onnx.load,1263.689,1273.103,9.415,6870.711,8482.109,1611.398,2512.598,14620.562,21901.668,1271.827,479501.184,3.453,21.673,18.15,0.004,101
409,prefill: torch.onnx.export,1273.103,1282.456,9.353,8483.453,8488.141,4.688,8483.453,8486.221,8488.141,1282.454,477127.176,25.448,37.463,1.306,4782.885,6
410,prefill: post: torch.onnx.export,1282.456,1282.456,0.0,8488.141,8488.141,0.0,8488.141,8488.141,8488.141,1282.456,477127.176,13.33,13.33,0.0,0.0,1
411,prefill: onnx.load,1282.456,1282.457,0.001,8488.141,8488.141,0.0,8488.141,8488.141,8488.141,1282.457,477127.176,9.331,9.331,0.0,0.0,1
412,prefill: post: onnx.load,1282.457,1282.457,0.0,8488.141,8488.141,0.0,8488.141,8488.141,8488.141,1282.457,477127.176,6.532,6.532,0.0,0.0,1
413,"prefill: onnx transforms: SplitTensorsTransform,CustomOpTransform,RenameFunctionOutputsTransform",1282.457,1291.853,9.396,8715.176,13224.16,4508.984,8715.176,11048.471,13224.16,1291.851,481863.195,1.4,4.91,4614.902,0.0,31
414,"prefill: post: onnx transforms: SplitTensorsTransform,CustomOpTransform,RenameFunctionOutputsTransform",1291.853,1291.856,0.004,13224.16,13224.16,0.0,13224.16,13224.16,13224.16,1291.856,481863.195,0.646,0.646,0.0,0.0,1
415,prefill: onnx.save,1291.856,1298.996,7.139,13288.164,13224.16,-64.004,13224.16,14697.497,14760.164,1293.206,483399.199,0.936,1.005,8.41,4673.388,48
416,prefill: post: onnx.save,1298.996,1299.312,0.317,8488.141,8488.141,0.0,8488.141,8488.141,8488.141,1299.312,477127.176,0.86,0.86,0.0,0.0,1
417,prefill: onnx.load,1299.312,1299.313,0.001,8488.141,8488.141,0.0,8488.141,8488.141,8488.141,1299.313,477127.176,3.136,3.136,0.0,0.0,1
418,prefill: post: onnx.load,1299.313,1309.86,10.547,8258.617,9291.0,1032.383,3316.633,15457.244,22762.543,1308.582,480398.184,3.259,22.052,19.115,0.005,105
419,prefill: torch.onnx.export,1309.86,1319.135,9.275,9291.023,9291.707,0.684,9291.023,9291.468,9291.707,1319.124,477960.176,25.842,37.732,1.305,4782.885,6
420,prefill: post: torch.onnx.export,1319.135,1319.136,0.0,9291.707,9291.707,0.0,9291.707,9291.707,9291.707,1319.135,477960.176,13.608,13.608,0.0,0.0,1
421,prefill: onnx.load,1319.136,1319.136,0.001,9291.707,9291.707,0.0,9291.707,9291.707,9291.707,1319.136,477960.176,9.525,9.525,0.0,0.0,1
422,prefill: post: onnx.load,1319.136,1319.136,0.0,9291.707,9291.707,0.0,9291.707,9291.707,9291.707,1319.136,477960.176,6.668,6.668,0.0,0.0,1
423,"prefill: onnx transforms: SplitTensorsTransform,CustomOpTransform,RenameFunctionOutputsTransform",1319.136,1328.723,9.587,9440.867,14031.727,4590.859,9440.867,11813.172,14031.727,1328.722,482696.195,1.329,4.961,4614.9,0.0,35
424,"prefill: post: onnx transforms: SplitTensorsTransform,CustomOpTransform,RenameFunctionOutputsTransform",1328.723,1328.727,0.003,14031.727,14031.727,0.0,14031.727,14031.727,14031.727,1328.727,482696.195,1.191,1.191,0.0,0.0,1
425,prefill: onnx.save,1328.727,1336.536,7.81,14095.73,14031.727,-64.004,14031.727,15453.013,15567.73,1330.122,484232.199,0.954,1.176,9.477,4673.388,53
426,prefill: post: onnx.save,1336.536,1336.835,0.299,9295.707,9295.707,0.0,9295.707,9295.707,9295.707,1336.835,477960.176,0.61,0.61,0.0,0.0,1
427,prefill: onnx.load,1336.835,1336.836,0.001,9295.707,9295.707,0.0,9295.707,9295.707,9295.707,1336.836,477960.176,0.427,0.427,0.0,0.0,1
428,prefill: post: onnx.load,1336.836,1344.609,7.773,8292.879,9023.535,730.656,4124.199,15288.46,23620.762,1343.106,480078.184,5.614,28.755,14.208,0.005,76
429,prefill: torch.onnx.export,1344.609,1352.965,8.355,9023.562,9023.562,0.0,9023.562,9023.562,9023.562,1344.822,477704.176,23.348,32.205,0.73,4782.885,4
430,prefill: post: torch.onnx.export,1352.965,1352.965,0.0,9023.562,9023.562,0.0,9023.562,9023.562,9023.562,1352.965,477704.176,16.451,16.451,0.0,0.0,1
431,prefill: onnx.load,1352.965,1352.966,0.001,9023.562,9023.562,0.0,9023.562,9023.562,9023.562,1352.966,477704.176,11.516,11.516,0.0,0.0,1
432,prefill: post: onnx.load,1352.966,1352.966,0.0,9023.562,9023.562,0.0,9023.562,9023.562,9023.562,1352.966,477704.176,8.061,8.061,0.0,0.0,1
433,"prefill: onnx transforms: SplitTensorsTransform,CustomOpTransform,RenameFunctionOutputsTransform",1352.966,1361.811,8.845,9148.445,13248.379,4099.934,9148.445,11561.931,13757.773,1357.361,482440.195,1.477,6.001,4678.892,0.0,33
434,"prefill: post: onnx transforms: SplitTensorsTransform,CustomOpTransform,RenameFunctionOutputsTransform",1361.811,1361.815,0.004,13248.379,13248.379,0.0,13248.379,13248.379,13248.379,1361.814,481864.195,0.633,0.633,0.0,0.0,1
435,prefill: onnx.save,1361.815,1368.337,6.522,13312.383,13248.379,-64.004,13248.379,14716.019,14784.383,1363.03,483400.199,0.948,1.011,7.916,4745.388,44
436,prefill: post: onnx.save,1368.337,1368.769,0.432,8512.359,8512.359,0.0,8512.359,8512.359,8512.359,1368.743,477128.176,0.757,0.89,0.001,0.0,2
437,prefill: onnx.load,1368.769,1368.77,0.001,8512.359,8512.359,0.0,8512.359,8512.359,8512.359,1368.77,477128.176,0.436,0.436,0.0,0.0,1
438,prefill: post: onnx.load,1368.77,1375.132,6.361,7661.047,9315.109,1654.062,3340.852,14087.208,22815.254,1373.856,480526.188,5.869,22.613,11.251,0.004,58
439,prefill: torch.onnx.export,1375.132,1383.642,8.51,9315.109,9315.145,0.035,9315.109,9315.127,9315.145,1375.742,477960.176,24.893,33.411,0.696,4782.885,4
440,prefill: post: torch.onnx.export,1383.642,1383.642,0.0,9315.145,9315.145,0.0,9315.145,9315.145,9315.145,1383.642,477960.176,17.005,17.005,0.0,0.0,1
441,prefill: onnx.load,1383.642,1383.643,0.001,9315.145,9315.145,0.0,9315.145,9315.145,9315.145,1383.643,477960.176,14.955,14.955,0.0,0.0,1
