index,operation,start_s,end_s,duration_s,rss_start_mb,rss_end_mb,rss_delta_mb,rss_min_mb,rss_avg_mb,rss_peak_mb,rss_peak_s,vms_peak_mb,cpu_avg_percent,cpu_peak_percent,disk_read_delta_mb,disk_write_delta_mb,sample_count
23,vision: build dynamic axes,3.076,3.076,0.0,9219.719,9219.719,0.0,9219.719,9219.719,9219.719,3.076,36040.582,10.983,10.983,0.0,0.0,1
24,vision: post: build dynamic axes,3.076,3.077,0.0,9219.719,9219.719,0.0,9219.719,9219.719,9219.719,3.076,36040.582,7.688,7.688,0.0,0.0,1
25,vision: build output names,3.077,3.077,0.0,9219.719,9219.719,0.0,9219.719,9219.719,9219.719,3.077,36040.582,5.382,5.382,0.0,0.0,1
26,vision: post: build output names,3.077,3.077,0.0,9219.719,9219.719,0.0,9219.719,9219.719,9219.719,3.077,36040.582,33.767,33.767,0.0,0.0,1
27,vision: vision export,3.077,3.084,0.007,9219.719,9219.719,0.0,9219.719,9219.719,9219.719,3.083,36040.582,34.415,34.415,0.0,0.0,1
28,vision: torch.onnx.export,3.084,25.477,22.393,9221.574,10617.777,1396.203,9221.574,10524.998,12679.07,24.594,39491.508,16.583,45.417,38.589,1099.51,220
29,vision: post: torch.onnx.export,25.477,25.477,0.0,10617.777,10617.777,0.0,10617.777,10617.777,10617.777,25.477,37429.723,0.809,0.809,0.0,0.0,1
30,vision: vision offload pytorch weights,25.477,25.477,0.0,10617.777,10617.777,0.0,10617.777,10617.777,10617.777,25.477,37429.723,0.566,0.566,0.0,0.0,1
31,vision: post: vision offload pytorch weights,25.477,25.477,0.0,10617.777,10617.777,0.0,10617.777,10617.777,10617.777,25.477,37429.723,0.397,0.397,0.0,0.0,1
32,vision: onnx.load,25.477,26.25,0.773,10725.559,10617.777,-107.781,10617.777,11114.819,11629.523,26.043,38529.234,0.868,0.973,1100.82,0.0,9
33,vision: post: onnx.load,26.25,26.25,0.0,10617.777,10617.777,0.0,10617.777,10617.777,10617.777,26.25,37429.723,5.327,5.327,0.0,0.0,1
34,"vision: onnx transforms: RenameFunctionOutputsTransform,CustomOpTransform",26.25,26.254,0.004,10617.777,10617.777,0.0,10617.777,10617.777,10617.777,26.254,37429.723,3.729,3.729,0.0,0.0,1
35,"vision: post: onnx transforms: RenameFunctionOutputsTransform,CustomOpTransform",26.254,26.255,0.0,10617.781,10617.781,0.0,10617.781,10617.781,10617.781,26.254,37429.723,2.61,2.61,0.0,0.0,1
36,vision: onnx.save,26.255,30.592,4.337,11717.293,10617.781,-1099.512,10617.781,11617.337,11717.293,29.85,38529.234,1.285,2.068,1.635,1099.508,11
37,vision: post: onnx.save,30.592,37.855,7.263,10617.781,10617.781,0.0,10617.781,10617.781,10617.781,30.655,37429.723,0.297,0.96,16.364,0.003,100
38,vision: post: vision export,37.855,37.856,0.0,10617.781,10617.781,0.0,10617.781,10617.781,10617.781,37.855,37429.723,7.2,7.2,0.0,0.0,1
39,vision: post: dual-qpc export orchestration,37.856,37.856,0.0,10617.781,10617.781,0.0,10617.781,10617.781,10617.781,37.856,37429.723,5.04,5.04,0.0,0.0,1
40,vision: vision compile wrapper,37.856,37.856,0.0,10617.781,10617.781,0.0,10617.781,10617.781,10617.781,37.856,37429.723,3.528,3.528,0.0,0.0,1
41,vision: onnx.load,37.856,38.667,0.811,10731.914,10617.781,-114.133,10617.781,11156.208,11672.918,38.481,38529.234,1.586,2.914,1100.818,0.0,10
42,vision: post: onnx.load,38.667,38.668,0.001,10617.781,10617.781,0.0,10617.781,10617.781,10617.781,38.668,37429.723,0.673,0.673,0.0,0.0,1
43,vision: subprocess.run: qaic-compile,38.668,55.1,16.432,10725.75,10617.781,-107.969,10617.781,10886.298,11771.965,39.654,49286.238,0.902,3.4,1034.645,2218.166,318
44,vision: post: subprocess.run: qaic-compile,55.1,55.101,0.001,10617.812,10617.812,0.0,10617.812,10617.812,10617.812,55.101,37429.723,0.516,0.516,0.0,0.0,1
45,vision: post: vision compile wrapper,55.101,55.101,0.0,10617.812,10617.812,0.0,10617.812,10617.812,10617.812,55.101,37429.723,0.362,0.362,0.0,0.0,1
46,vision: post: compile request,55.101,55.101,0.0,10617.812,10617.812,0.0,10617.812,10617.812,10617.812,55.101,37429.723,0.253,0.253,0.0,0.0,1
